H3K4me3H3K4me2,30226
H3K4me2H3K9ac,19930
H3K4me3H3K9ac,19827
H3K4me2H3K18ac,18789
H3K4me3H3K18ac,17491
H3K4me2H4K8ac,17073
H3K4me3H4K8ac,16423
H3K4me2H3K23me2,16336
H3K4me3H3K23me2,16056
H3K9acH3K18ac,14063
H3K4me2H2BK5ac,13824
H3K9acH4K8ac,13017
H3K4me2H4K91ac,12862
H3K4me3H2BK5ac,12783
H4K8acH3K18ac,12773
H3K18acH4K91ac,11902
H3K9acH2BK5ac,11784
H3K4me3H4K91ac,11754
H3K18acH2BK5ac,11700
H3K9acH3K23me2,11463
H3K4meH3K4me2,11439
H3K18acH3K23me2,10563
H3K4me2H4K5ac,9970
H4K8acH2BK5ac,9956
H3K9acH4K91ac,9954
H3K4me2H3K56ac,9801
H3K4me3H3K56ac,9685
H4K8acH4K91ac,9649
H3K27acH3K4me2,9559
H3K4me3H4K5ac,9536
H2BK5acH4K91ac,9494
H3K4me3H3K4me,9276
H3K4me2H2BK12ac,9183
H3K4me3H3K27ac,9169
H3K9acH3K56ac,9158
H4K8acH3K23me2,9137
H3K27acH3K9ac,9031
H3K18acH4K5ac,8748
H3K9acH4K5ac,8744
H3K18acH3K56ac,8476
H3K18acH2BK12ac,8180
H3K27acH2BK5ac,8150
H3K27acH3K18ac,8102
H3K4me3H2BK12ac,7960
H3K27me3H3K4me2,7889
H4K8acH4K5ac,7645
H3K4meH3K18ac,7598
H2BK5acH3K56ac,7510
H2BK5acH4K5ac,7410
H2BK5acH3K23me2,7381
H4K8acH3K56ac,7341
H4K91acH4K5ac,7266
H3K4me2H2BK15ac,7034
H3K4me3H3K27me3,6940
H4K91acH3K23me2,6931
H2BK12acH2BK5ac,6829
H2BK12acH4K91ac,6802
H4K91acH3K56ac,6773
H3K27acH4K8ac,6672
H3K9acH2BK12ac,6392
H3K4me2H3K4ac,6349
H3K18acH2BK15ac,6250
H3K27acH4K91ac,6238
H3K27acH3K56ac,6212
H3K4meH4K8ac,6021
H3K56acH4K5ac,5995
H3K4me3H2BK15ac,5951
H3K4me3H3K4ac,5864
H3K27acH4K5ac,5854
H4K8acH2BK12ac,5841
H3K18acH3K4ac,5789
H3K4meH4K91ac,5729
H3K4meH3K23me2,5704
H3K56acH3K23me2,5543
H2BK15acH4K91ac,5417
H4K5acH3K23me2,5318
H3K4acH4K91ac,5300
H2BK12acH3K23me2,5146
H3K9acH3K4ac,5101
H3K4meH2BK5ac,5012
H3K4meH3K9ac,4920
H3K4acH2BK5ac,4840
H3K4meH2BK15ac,4792
H3K27acH3K23me2,4773
H4K8acH2BK15ac,4732
H2BK5acH2BK15ac,4723
H4K8acH3K4ac,4718
H3K4me2H2BK120ac,4626
H3K4meH2BK12ac,4614
H3K18acH2BK120ac,4552
H2BK12acH2BK15ac,4470
H2BK12acH4K5ac,4185
H3K27me3H3K23me2,4172
H2BK120acH4K91ac,4169
H3K27me3H3K4me,4140
H3K9acH2BK15ac,4027
H3K27acH2BK12ac,4018
H2BK15acH3K23me2,3992
H3K4me3H2BK120ac,3963
H3K4acH4K5ac,3936
H2BK12acH3K56ac,3817
H3K18acH2BK20ac,3813
H3K4me2H2BK20ac,3734
H3K4acH3K56ac,3682
H3K27me3H4K8ac,3631
H3K4me2H2AK5ac,3581
H3K4acH3K23me2,3526
H3K27me3H3K18ac,3522
H2BK120acH2BK5ac,3501
H4K91acH2BK20ac,3499
H3K27acH3K4ac,3365
H3K9acH2BK120ac,3287
H2AK5acH2BK5ac,3204
H3K4meH2BK20ac,3167
H3K18acH2AK5ac,3163
H2BK12acH2BK20ac,3153
H3K4acH2BK12ac,3081
H2BK120acH2BK12ac,3036
H2BK15acH2BK20ac,3019
H2AK5acH4K91ac,2995
