H3K4me3H3K4me2H3K9acH3K18ac,18536
H3K18acH2BK12acH4K91acH2BK20ac,16656
H3K4me3H3K4me2H3K9acH4K8ac,16444
H3K4me3H3K4me2H4K8acH3K18ac,16319
H3K4me3H3K4me2H3K9acH3K23me2,16055
H3K18acH2BK12acH2BK5acH4K91ac,15968
H3K4me2H3K18acH2BK5acH4K91ac,15616
H3K4me3H3K4me2H3K18acH3K23me2,15524
H3K4me3H3K4me2H3K9acH2BK5ac,15333
H3K4me3H3K4me2H3K18acH4K91ac,15117
H3K18acH2BK120acH4K91acH2BK20ac,15013
H3K4meH3K18acH4K91acH2BK20ac,14874
H3K18acH2BK120acH2BK12acH4K91ac,14798
H3K4meH3K18acH2BK12acH4K91ac,14774
H3K4me2H3K18acH2BK12acH4K91ac,14219
H3K4me3H3K4me2H3K18acH2BK5ac,14155
H3K4meH3K4me2H3K18acH4K91ac,13886
H2BK120acH2BK12acH4K91acH2BK20ac,13824
H3K4meH3K18acH2BK12acH2BK20ac,13442
H3K4meH3K18acH2BK5acH4K91ac,13114
H3K4me3H3K4me2H3K9acH4K91ac,13103
H3K18acH2BK120acH2BK12acH2BK20ac,13081
H3K4me2H3K9acH3K18acH2BK5ac,12969
H3K4me2H3K9acH4K8acH3K18ac,12956
H3K18acH2BK5acH4K91acH2BK20ac,12927
H3K4me3H3K9acH4K8acH3K18ac,12739
H3K4meH2BK12acH4K91acH2BK20ac,12696
H3K4me3H3K4me2H4K8acH3K23me2,12574
H2BK12acH2BK5acH4K91acH2BK20ac,12520
H3K18acH2BK15acH4K91acH2BK20ac,12510
H3K18acH2BK120acH2BK5acH4K91ac,12426
H3K4me2H3K18acH2BK12acH2BK5ac,12405
H3K18acH2BK12acH2BK15acH4K91ac,12299
H3K4meH3K18acH2BK15acH4K91ac,12287
H3K4me2H3K9acH3K18acH4K91ac,12257
H3K4meH3K4me2H3K18acH2BK12ac,12246
H3K4me2H4K8acH3K18acH4K91ac,12193
H3K4me3H3K9acH3K18acH2BK5ac,12121
H3K4meH3K18acH2BK120acH4K91ac,12094
H3K18acH2BK12acH2BK5acH2BK20ac,11950
H3K27acH3K4me2H3K18acH2BK5ac,11836
H3K18acH2AK5acH2BK12acH4K91ac,11768
H2AK5acH2BK12acH4K91acH2BK20ac,11740
H3K4me3H3K4me2H4K8acH4K91ac,11736
H2BK12acH2BK15acH4K91acH2BK20ac,11697
H3K4me2H3K18acH4K91acH4K5ac,11693
H3K4meH3K18acH2BK12acH2BK5ac,11628
H3K4me3H3K9acH3K18acH4K91ac,11443
H3K4me3H3K4me2H3K9acH3K56ac,11428
H3K4me3H3K27acH3K4me2H3K9ac,11390
H3K18acH2AK5acH4K91acH2BK20ac,11250
H3K4me2H3K18acH2BK120acH4K91ac,11227
H3K4me2H3K9acH3K18acH3K23me2,11215
H2BK120acH2BK12acH2BK5acH4K91ac,11147
H3K4me3H3K9acH3K18acH3K23me2,11142
H3K4meH2BK12acH2BK5acH4K91ac,11134
H3K4me3H3K4me2H4K8acH2BK5ac,11107
H3K18acH2BK5acH4K91acH4K5ac,11074
H3K18acH2BK12acH2BK15acH2BK20ac,11052
H3K4me2H2BK12acH2BK5acH4K91ac,11050
H3K4me3H3K4me2H3K9acH4K5ac,11030
H3K4me3H3K4me2H2BK5acH4K91ac,11024
H3K4meH2BK120acH4K91acH2BK20ac,10987
H3K4me3H3K4meH3K4me2H3K18ac,10978
H3K18acH2AK5acH2BK12acH2BK20ac,10922
H3K4me3H3K4me2H3K18acH4K5ac,10914
H3K4meH3K18acH2BK15acH2BK20ac,10905
H3K4meH3K18acH2BK120acH2BK20ac,10888
H3K4meH3K4me2H3K18acH2BK20ac,10870
H3K4me2H4K8acH3K18acH2BK5ac,10821
H3K18acH2BK5acH2BK15acH4K91ac,10771
H3K4me2H3K18acH2BK5acH4K5ac,10712
H3K18acH2BK120acH2BK12acH2BK5ac,10710
H3K4me2H3K18acH4K91acH2BK20ac,10687
H3K4meH3K4me2H3K18acH2BK5ac,10680
H3K4me3H3K4me2H3K18acH3K56ac,10549
H3K4me3H3K4me2H3K18acH2BK12ac,10548
H3K18acH3K4acH2BK5acH4K91ac,10535
H3K4meH3K18acH2BK5acH2BK20ac,10474
H3K4meH2BK120acH2BK12acH4K91ac,10427
H3K4meH3K18acH2BK12acH2BK15ac,10424
H2AK5acH2BK12acH2BK5acH4K91ac,10421
H3K4meH3K18acH2BK120acH2BK12ac,10419
H3K27acH3K18acH2BK5acH4K91ac,10402
H3K4meH2BK15acH4K91acH2BK20ac,10386
H3K27acH3K4me2H3K18acH4K91ac,10382
H2BK120acH2BK5acH4K91acH2BK20ac,10332
H3K4meH3K4me2H2BK12acH4K91ac,10323
H3K18acH3K4acH2BK12acH4K91ac,10310
H3K4me2H3K9acH4K8acH2BK5ac,10282
H3K4meH2BK5acH4K91acH2BK20ac,10264
H3K4me3H4K8acH3K18acH4K91ac,10261
H3K27acH3K4me2H3K9acH2BK5ac,10253
H4K8acH3K18acH2BK5acH4K91ac,10240
H3K18acH2AK5acH2BK5acH4K91ac,10188
H3K4me3H3K4meH3K4me2H3K23me2,10174
H3K4me2H3K9acH2BK5acH4K91ac,10172
H3K27acH3K4me2H3K9acH3K18ac,10131
H3K4me3H3K4me2H2BK5acH3K23me2,10052
H3K4me3H3K9acH4K8acH2BK5ac,10042
H3K4me3H3K27acH3K4me2H2BK5ac,10008
H3K4me2H3K18acH2BK12acH2BK20ac,9998
H3K4me3H3K27acH3K4me2H3K18ac,9997
H3K4me3H3K4me2H4K91acH3K23me2,9956
H3K18acH3K4acH2BK120acH4K91ac,9908
H3K4me2H3K9acH3K18acH3K56ac,9901
H3K4me2H3K9acH3K18acH4K5ac,9900
H2BK12acH2BK5acH2BK15acH4K91ac,9897
H3K4me2H3K18acH3K4acH4K91ac,9891
H3K27acH3K4me2H2BK5acH4K91ac,9883
H3K4meH2BK12acH2BK15acH4K91ac,9786
H3K4meH3K4me2H3K18acH2BK15ac,9781
H3K4meH3K18acH2AK5acH4K91ac,9763
H3K4me3H3K18acH2BK5acH4K91ac,9763
H3K18acH2BK120acH2BK5acH2BK20ac,9759
H3K18acH2AK5acH2BK12acH2BK5ac,9749
H3K4me2H3K18acH2BK15acH4K91ac,9711
H3K4me2H3K9acH4K8acH4K91ac,9692
H3K4me3H3K9acH3K18acH3K56ac,9680
H3K4meH2BK120acH2BK12acH2BK20ac,9668
H3K4meH2BK12acH2BK5acH2BK20ac,9573
H3K4me2H4K8acH3K18acH3K23me2,9543
H3K4meH3K18acH2AK5acH2BK12ac,9522
H3K4me3H3K27acH3K9acH2BK5ac,9513
H3K18acH2BK12acH4K91acH4K5ac,9489
H3K18acH3K4acH4K91acH2BK20ac,9486
H3K4me3H3K9acH4K8acH4K91ac,9463
H3K4me2H2BK5acH4K91acH4K5ac,9462
H3K4meH3K4me2H4K91acH2BK20ac,9457
H2BK120acH2BK12acH2BK5acH2BK20ac,9443
H3K4me2H3K9acH4K8acH3K23me2,9439
H3K4me3H3K27acH3K9acH3K18ac,9437
H3K4me3H3K9acH3K18acH4K5ac,9436
H3K4me3H3K9acH4K8acH3K23me2,9420
H3K4meH3K4me2H2BK5acH4K91ac,9404
H3K18acH2BK12acH2BK5acH2BK15ac,9392
H2AK5acH2BK120acH4K91acH2BK20ac,9387
H3K18acH2AK5acH2BK120acH4K91ac,9376
H3K4me3H3K9acH2BK5acH4K91ac,9350
H3K4me3H4K8acH3K18acH3K23me2,9340
H3K4me2H3K18acH2BK120acH2BK12ac,9329
H2AK5acH2BK120acH2BK12acH4K91ac,9326
H3K18acH2BK120acH2BK15acH4K91ac,9323
H3K9acH3K18acH2BK5acH4K91ac,9318
H2AK5acH2BK12acH2BK5acH2BK20ac,9299
H3K4me2H3K18acH2BK5acH3K56ac,9296
H3K4me3H4K8acH3K18acH2BK5ac,9248
H3K4me3H3K4me2H4K8acH4K5ac,9244
H2BK5acH2BK15acH4K91acH2BK20ac,9236
H3K4meH2BK12acH2BK15acH2BK20ac,9230
H3K4me2H3K18acH4K91acH3K23me2,9228
H3K4me3H3K4me2H2BK5acH3K56ac,9197
H3K4meH2AK5acH2BK12acH4K91ac,9187
H2AK5acH2BK5acH4K91acH2BK20ac,9160
H3K4meH3K4me2H2BK12acH2BK20ac,9128
H3K4me2H3K18acH4K91acH3K56ac,9128
H3K4me2H4K8acH3K18acH4K5ac,9117
H2BK120acH2BK15acH4K91acH2BK20ac,9051
H3K4me2H3K9acH2BK5acH3K56ac,9003
H3K27acH3K9acH3K18acH2BK5ac,8996
H3K4me2H4K8acH2BK5acH4K91ac,8989
H3K4me2H2BK12acH4K91acH2BK20ac,8945
H3K4meH3K18acH2BK5acH2BK15ac,8929
H3K4me3H3K4me2H4K91acH4K5ac,8929
H3K4meH3K18acH2AK5acH2BK20ac,8926
H3K4me3H3K4me2H2BK5acH4K5ac,8903
H2AK5acH2BK15acH4K91acH2BK20ac,8887
H3K4me2H2BK120acH2BK12acH4K91ac,8875
H2AK5acH2BK120acH2BK12acH2BK20ac,8857
H3K4meH3K18acH3K4acH4K91ac,8840
H3K4me3H3K4me2H4K8acH3K56ac,8836
H2AK5acH2BK12acH2BK15acH2BK20ac,8833
H3K4meH2AK5acH4K91acH2BK20ac,8819
H3K4me2H3K9acH2BK5acH3K23me2,8798
H3K4me3H3K9acH2BK5acH3K56ac,8785
H3K9acH4K8acH3K18acH4K91ac,8776
H3K9acH4K8acH3K18acH2BK5ac,8773
H2AK5acH2BK12acH2BK15acH4K91ac,8769
H3K4me3H3K9acH2BK5acH3K23me2,8723
H3K18acH2AK5acH2BK120acH2BK12ac,8705
H3K4meH2AK5acH2BK12acH2BK20ac,8704
H3K4meH3K4me2H3K18acH2BK120ac,8683
H3K4me3H3K4me2H3K9acH2BK12ac,8680
H3K18acH2AK5acH2BK120acH2BK20ac,8676
H3K4me2H3K18acH2BK120acH2BK5ac,8671
H3K4meH2BK5acH2BK15acH4K91ac,8670
H3K4acH2BK120acH4K91acH2BK20ac,8637
H3K4me2H3K9acH2BK5acH4K5ac,8634
H3K4me3H3K27acH3K18acH2BK5ac,8632
H3K4meH3K4me2H2BK12acH2BK5ac,8587
H3K4acH2BK12acH4K91acH2BK20ac,8545
H2BK12acH2BK5acH2BK15acH2BK20ac,8524
H3K4me3H3K18acH4K91acH3K23me2,8510
H3K18acH2BK120acH4K91acH4K5ac,8506
H3K4meH2BK120acH2BK5acH4K91ac,8504
H3K4me3H3K4me2H4K91acH3K56ac,8435
H3K18acH2AK5acH2BK5acH2BK20ac,8434
H3K18acH2BK5acH2BK15acH2BK20ac,8432
H3K4me2H3K18acH2BK5acH3K23me2,8427
H3K4me2H3K9acH4K8acH4K5ac,8399
H3K4acH2BK120acH2BK12acH4K91ac,8397
H3K4meH3K18acH2BK120acH2BK5ac,8374
H3K18acH2BK120acH2BK15acH2BK20ac,8353
H3K4me3H3K4meH3K4me2H4K8ac,8348
H3K4acH2BK12acH2BK5acH4K91ac,8312
H3K18acH2AK5acH2BK15acH4K91ac,8311
H3K4me2H3K9acH4K8acH3K56ac,8310
H3K4me2H3K9acH3K18acH2BK12ac,8305
H4K8acH3K18acH4K91acH4K5ac,8292
H3K4me2H3K18acH2BK120acH2BK20ac,8288
H3K4me3H3K9acH4K8acH3K56ac,8285
H3K4me3H3K9acH4K8acH4K5ac,8276
H3K4me2H2BK120acH2BK5acH4K91ac,8260
